,bush,state,edu,age
7292,1.0,33,3,3
7293,,44,3,2
7294,0.0,44,1,3
7295,1.0,15,2,2
7296,,23,2,4
7297,1.0,33,3,2
7298,,19,2,3
7299,1.0,14,2,2
7300,1.0,23,2,1
7301,1.0,23,2,2
7302,1.0,23,2,1
7303,0.0,23,4,2
7304,1.0,23,4,1
7305,1.0,43,1,2
7306,0.0,40,2,4
7307,1.0,33,2,2
7308,,25,1,3
7309,,41,1,3
7310,,21,4,3
7311,,44,3,4
7312,,41,1,4
7313,,31,3,1
7314,,47,2,1
7315,,38,2,1
7316,,50,2,1
7317,,39,2,1
7318,,31,4,1
7319,,22,3,1
7320,,10,1,1
7321,,25,3,2
7322,,36,2,3
7323,,23,4,2
7324,,23,1,3
7325,,26,1,3
7326,,29,3,2
7327,,39,2,2
7328,,15,2,2
7329,,19,1,4
7330,1.0,10,3,4
7331,,10,4,4
7332,,10,2,2
7333,,21,1,4
7334,,21,3,3
7335,,33,2,1
7336,,31,1,1
7337,,36,3,1
7338,,41,2,2
7339,,11,4,1
7340,,45,1,2
7341,,39,2,3
7342,,5,1,4
7343,,5,1,3
7344,,1,4,2
7345,,25,1,3
7346,,43,2,1
7347,,10,2,4
7348,,15,2,3
7349,,26,3,2
7350,,36,2,2
7351,,23,1,3
7352,,15,2,1
7353,,10,2,1
7354,,7,3,1
7355,,10,4,4
7356,,41,1,1
7357,,10,4,2
7358,,10,2,3
7359,,36,2,1
7360,,36,1,3
7361,,36,2,1
7362,,18,1,4
7363,,50,1,4
7364,,31,3,2
7365,,31,2,2
7366,,7,3,3
7367,,22,2,2
7368,,39,2,2
7369,,23,1,3
7370,,36,1,4
7371,,18,2,1
7372,,42,2,4
7373,1.0,10,3,1
7374,1.0,25,4,1
7375,1.0,31,2,2
7376,1.0,1,2,3
7377,1.0,50,4,1
7378,,44,3,3
7379,1.0,47,2,4
7380,0.0,18,1,2
7381,0.0,5,4,3
7382,1.0,44,2,2
7383,0.0,5,4,2
7384,1.0,34,1,4
7385,1.0,11,4,2
7386,0.0,43,2,2
7387,0.0,49,2,3
7388,0.0,20,1,3
7389,1.0,50,4,1
7390,1.0,50,4,3
7391,1.0,4,2,1
7392,1.0,47,3,2
7393,0.0,44,2,3
7394,,16,1,2
7395,0.0,42,2,3
7396,1.0,24,2,2
7397,0.0,28,4,3
7398,0.0,23,4,1
7399,1.0,22,3,2
7400,1.0,24,4,3
7401,1.0,34,1,3
7402,1.0,44,2,3
7403,1.0,39,2,3
7404,0.0,7,2,3
7405,0.0,22,4,2
7406,0.0,33,4,3
7407,1.0,44,2,4
7408,0.0,1,3,2
7409,1.0,37,4,3
7410,1.0,10,4,2
7411,1.0,4,2,4
7412,1.0,15,3,3
7413,,16,3,2
7414,0.0,44,2,3
7415,1.0,44,2,2
7416,1.0,25,1,2
7417,1.0,33,2,2
7418,0.0,7,3,1
7419,1.0,35,3,1
7420,0.0,15,4,1
7421,0.0,21,4,3
7422,1.0,35,4,2
7423,1.0,14,1,3
7424,0.0,44,4,1
7425,1.0,1,2,1
7426,,24,2,4
7427,1.0,31,3,3
7428,1.0,18,4,3
7429,0.0,33,3,1
7430,1.0,15,2,2
7431,0.0,11,3,3
7432,1.0,35,3,3
7433,1.0,43,2,3
7434,0.0,1,3,2
7435,0.0,39,4,2
7436,0.0,50,2,2
7437,0.0,44,4,3
7438,,1,3,3
7439,,14,2,3
7440,1.0,22,4,4
7441,1.0,33,4,4
7442,0.0,5,3,2
7443,1.0,44,3,3
7444,1.0,5,4,3
7445,0.0,44,4,1
7446,,6,3,1
7447,1.0,32,4,3
7448,0.0,43,2,3
7449,1.0,45,4,3
7450,1.0,44,2,3
7451,0.0,44,3,2
7452,1.0,44,4,4
7453,1.0,10,3,1
7454,1.0,25,1,3
7455,1.0,39,2,2
7456,,22,4,2
7457,1.0,33,3,1
7458,0.0,44,3,2
7459,1.0,34,2,1
7460,1.0,24,4,2
7461,1.0,28,3,2
7462,0.0,40,3,2
7463,1.0,31,4,3
7464,,50,1,4
7465,0.0,33,2,2
7466,1.0,25,1,2
7467,0.0,44,2,3
7468,,19,2,2
7469,1.0,24,4,3
7470,1.0,24,2,4
7471,0.0,43,1,3
7472,1.0,25,3,4
7473,,34,1,4
7474,1.0,39,1,3
7475,0.0,8,4,3
7476,0.0,24,2,2
7477,0.0,15,4,3
7478,0.0,26,2,3
7479,1.0,10,3,2
7480,0.0,44,2,1
7481,1.0,44,2,2
7482,0.0,39,2,4
7483,1.0,36,2,3
7484,1.0,14,3,3
7485,1.0,50,3,4
7486,1.0,19,3,1
7487,1.0,33,2,3
7488,0.0,33,3,2
7489,0.0,33,4,2
7490,0.0,36,2,1
7491,1.0,17,3,2
7492,0.0,14,2,4
7493,,43,1,4
7494,1.0,4,3,1
7495,0.0,44,2,3
7496,1.0,44,1,3
7497,0.0,28,3,4
7498,1.0,24,1,4
7499,,24,4,2
7500,0.0,50,1,4
7501,0.0,44,1,2
7502,0.0,26,1,4
7503,0.0,31,2,1
7504,,25,4,1
7505,,49,1,2
7506,,26,3,1
7507,,50,4,2
7508,0.0,35,3,3
7509,,39,1,3
7510,,37,2,1
7511,,25,2,1
7512,,25,4,1
7513,,44,2,1
7514,,44,3,2
7515,,5,1,2
7516,,50,3,2
7517,,17,3,3
7518,,36,2,1
7519,,24,3,2
7520,,33,1,3
7521,,34,3,1
7522,,39,2,2
7523,,19,1,3
7524,,44,3,3
7525,,25,1,2
7526,,28,2,1
7527,,26,2,2
7528,,10,2,1
7529,,6,1,1
7530,,5,4,2
7531,,33,2,3
7532,,16,2,1
7533,,15,2,4
7534,,28,2,1
7535,,22,1,2
7536,,25,2,1
7537,,33,1,3
7538,,7,2,3
7539,,4,1,3
7540,,1,2,1
7541,,21,1,3
7542,,50,2,2
7543,,10,2,1
7544,,9,1,1
7545,,41,1,4
7546,,22,2,1
7547,,33,2,3
7548,,33,2,1
7549,,34,2,2
7550,,18,2,3
7551,,44,2,2
7552,0.0,17,1,3
7553,1.0,17,3,3
7554,1.0,14,4,1
7555,1.0,45,4,2
7556,1.0,3,2,1
7557,1.0,5,3,2
7558,1.0,48,3,2
7559,1.0,44,2,1
7560,1.0,32,2,2
7561,0.0,33,2,4
7562,1.0,5,2,4
7563,0.0,3,3,3
7564,1.0,6,2,4
7565,0.0,36,4,3
7566,1.0,26,3,2
7567,0.0,14,4,3
7568,0.0,4,1,3
7569,1.0,15,2,1
7570,1.0,23,3,1
7571,1.0,23,4,3
7572,1.0,5,4,3
7573,0.0,17,2,3
7574,1.0,11,2,3
7575,0.0,18,2,4
7576,0.0,44,3,1
7577,1.0,41,2,4
7578,1.0,5,2,3
7579,1.0,28,4,3
7580,1.0,24,2,3
7581,1.0,5,3,2
7582,,33,1,4
7583,0.0,26,2,3
7584,0.0,33,2,2
7585,1.0,42,4,2
7586,1.0,34,3,2
7587,1.0,14,3,2
7588,1.0,34,2,3
7589,0.0,33,4,2
7590,0.0,19,4,2
7591,0.0,48,3,4
7592,,1,3,3
7593,1.0,3,3,1
7594,0.0,5,3,3
7595,0.0,3,3,2
7596,0.0,48,1,1
7597,0.0,48,2,4
7598,1.0,5,2,2
7599,0.0,48,3,2
7600,0.0,5,4,3
7601,1.0,5,4,1
7602,1.0,16,3,4
7603,0.0,5,2,1
7604,0.0,48,2,2
7605,1.0,5,2,4
7606,0.0,5,3,1
7607,0.0,5,3,3
7608,1.0,5,4,2
7609,1.0,5,1,4
7610,0.0,32,2,1
7611,0.0,5,4,2
7612,0.0,32,2,3
7613,1.0,32,2,4
7614,1.0,5,4,2
7615,0.0,45,2,3
7616,0.0,6,3,1
7617,,5,2,3
7618,1.0,5,2,2
7619,0.0,5,4,2
7620,1.0,5,2,3
7621,1.0,38,2,4
7622,1.0,6,3,3
7623,0.0,44,3,2
7624,0.0,50,2,2
7625,,50,4,4
7626,1.0,27,4,3
7627,1.0,15,2,2
7628,0.0,5,4,2
7629,,48,1,4
7630,1.0,5,4,2
7631,0.0,38,3,2
7632,0.0,5,2,1
7633,1.0,38,3,2
7634,0.0,5,4,2
7635,,5,4,2
7636,0.0,38,2,4
7637,0.0,5,3,1
7638,1.0,5,3,1
7639,1.0,50,2,2
7640,0.0,24,3,1
7641,1.0,3,4,4
7642,1.0,5,4,2
7643,1.0,5,1,3
7644,0.0,5,2,1
7645,1.0,24,3,2
7646,1.0,6,3,1
7647,1.0,5,4,3
7648,0.0,3,3,4
7649,1.0,16,4,1
7650,0.0,5,3,1
7651,1.0,5,1,3
7652,,13,4,2
7653,1.0,48,2,3
7654,0.0,38,2,1
7655,0.0,5,3,2
7656,0.0,29,2,3
7657,0.0,31,2,4
7658,1.0,5,2,1
7659,0.0,5,4,3
7660,1.0,48,4,2
7661,0.0,27,2,3
7662,1.0,48,2,3
7663,1.0,6,3,2
7664,0.0,25,4,3
7665,1.0,5,3,2
7666,0.0,29,2,2
7667,0.0,5,4,2
7668,0.0,48,4,2
7669,0.0,5,4,4
7670,1.0,48,2,2
7671,0.0,32,2,2
7672,1.0,31,1,3
7673,1.0,5,3,2
7674,1.0,47,4,2
7675,0.0,5,2,3
7676,,5,1,3
7677,1.0,33,4,2
7678,1.0,5,4,3
7679,0.0,33,3,2
7680,,5,4,3
7681,1.0,5,4,3
7682,0.0,5,3,1
7683,0.0,33,2,4
7684,1.0,5,4,2
7685,1.0,5,4,2
7686,1.0,5,2,1
7687,0.0,5,3,4
7688,1.0,43,2,1
7689,,10,4,1
7690,,48,3,3
7691,,5,1,1
7692,,48,2,1
7693,,5,3,4
7694,,5,3,2
7695,,6,3,1
7696,,5,2,2
7697,,3,2,2
7698,,23,2,2
7699,,5,3,2
7700,,32,2,4
7701,,26,3,2
7702,,50,1,1
7703,,14,1,2
7704,,44,1,1
7705,,5,1,1
7706,,5,3,2
7707,,5,2,2
7708,,5,3,2
7709,,33,1,2
7710,,44,1,1
7711,,45,1,2
7712,,48,2,1
7713,,29,3,2
7714,,5,2,2
7715,,5,3,1
7716,,5,3,2
7717,,48,2,2
7718,,5,4,3
7719,,5,3,4
7720,,48,1,4
7721,,5,2,1
7722,,44,1,1
7723,0.0,35,3,3
7724,1.0,31,4,3
7725,1.0,33,3,2
7726,1.0,39,1,4
7727,1.0,31,2,3
7728,1.0,40,2,4
7729,0.0,22,3,2
7730,0.0,22,4,1
7731,1.0,33,2,3
7732,1.0,33,4,2
7733,1.0,39,2,2
7734,0.0,33,4,4
7735,0.0,39,3,2
7736,0.0,33,2,2
7737,0.0,39,3,4
7738,0.0,33,4,2
7739,0.0,31,2,1
7740,0.0,39,2,4
7741,1.0,31,3,3
7742,1.0,39,1,1
7743,0.0,39,1,3
7744,1.0,39,4,3
7745,1.0,31,2,1
7746,1.0,39,3,4
7747,1.0,31,2,1
7748,0.0,23,2,2
7749,1.0,7,3,2
7750,1.0,33,4,4
7751,1.0,39,2,4
7752,1.0,31,1,3
7753,1.0,7,2,1
7754,0.0,39,2,3
7755,1.0,33,2,3
7756,0.0,31,4,3
7757,1.0,22,3,2
7758,0.0,39,3,2
7759,0.0,36,3,2
7760,1.0,31,2,3
7761,0.0,31,4,1
7762,0.0,33,2,4
7763,1.0,22,4,1
7764,1.0,17,4,3
7765,1.0,7,4,3
7766,1.0,39,2,3
7767,0.0,33,2,3
7768,0.0,30,4,1
7769,0.0,31,4,4
7770,0.0,22,4,2
7771,1.0,7,1,4
7772,1.0,39,2,3
7773,1.0,36,4,4
7774,1.0,26,2,3
7775,,23,3,3
7776,,39,1,4
7777,1.0,14,2,2
7778,,31,3,2
7779,1.0,39,4,2
7780,0.0,31,3,4
7781,1.0,39,3,3
7782,1.0,33,4,1
7783,1.0,42,4,2
7784,1.0,22,4,2
7785,1.0,33,4,1
7786,1.0,33,2,4
7787,,33,1,4
7788,0.0,33,3,1
7789,0.0,36,4,3
7790,0.0,50,2,3
7791,1.0,33,4,3
7792,1.0,24,2,1
7793,1.0,39,4,2
7794,1.0,33,2,1
7795,0.0,22,1,4
7796,0.0,40,3,1
7797,,24,2,4
7798,0.0,26,3,1
7799,,36,3,3
7800,1.0,36,2,3
7801,0.0,23,1,4
7802,1.0,23,2,3
7803,1.0,23,3,1
7804,1.0,39,4,1
7805,0.0,22,4,2
7806,1.0,33,2,3
7807,0.0,33,1,3
7808,1.0,42,2,2
7809,1.0,50,4,2
7810,1.0,33,3,3
7811,1.0,23,1,2
7812,0.0,22,4,3
7813,0.0,36,2,2
7814,1.0,14,2,3
7815,1.0,15,2,3
7816,1.0,15,3,3
7817,1.0,15,2,2
7818,1.0,14,4,4
7819,1.0,50,2,2
7820,1.0,36,2,1
7821,1.0,26,2,1
7822,1.0,14,1,4
7823,1.0,24,2,2
7824,0.0,33,2,3
7825,0.0,14,2,4
7826,,23,2,4
7827,,26,1,4
7828,1.0,24,3,4
7829,,14,2,2
7830,1.0,50,3,2
7831,1.0,33,2,2
7832,0.0,16,2,4
7833,0.0,17,4,3
7834,1.0,15,2,2
7835,0.0,36,2,3
7836,0.0,14,2,3
7837,0.0,50,4,3
7838,,14,2,3
7839,0.0,14,3,3
7840,,33,2,2
7841,0.0,36,1,4
7842,0.0,36,3,2
7843,,24,3,4
7844,1.0,14,2,1
7845,0.0,24,4,2
7846,,24,1,4
7847,1.0,15,2,3
7848,1.0,14,2,2
7849,0.0,26,4,4
7850,1.0,35,4,2
7851,1.0,1,1,2
7852,0.0,44,3,3
7853,1.0,50,3,2
7854,1.0,14,2,2
7855,1.0,50,3,1
7856,0.0,9,4,2
7857,1.0,16,2,2
7858,,23,4,2
7859,1.0,33,1,2
7860,,47,1,4
7861,0.0,42,2,2
7862,0.0,47,2,2
7863,0.0,25,3,1
7864,1.0,7,4,3
7865,1.0,16,3,2
7866,1.0,16,2,4
7867,0.0,23,3,1
7868,0.0,23,2,3
7869,0.0,26,1,3
7870,0.0,24,3,2
7871,0.0,50,4,2
7872,0.0,44,2,3
7873,0.0,23,2,2
7874,1.0,17,4,3
7875,1.0,23,3,2
7876,1.0,41,3,4
7877,0.0,42,2,2
7878,0.0,25,2,3
7879,0.0,37,2,1
7880,0.0,18,3,3
7881,1.0,50,2,4
7882,0.0,11,2,3
7883,0.0,47,1,1
7884,1.0,26,2,1
7885,1.0,41,2,3
7886,0.0,23,1,2
7887,0.0,36,2,3
7888,1.0,23,3,3
7889,1.0,44,2,2
7890,0.0,10,4,4
7891,0.0,15,2,4
7892,1.0,10,4,3
7893,1.0,36,2,2
7894,1.0,41,2,2
7895,0.0,36,2,1
7896,0.0,14,3,3
7897,0.0,44,1,4
7898,0.0,36,2,1
7899,1.0,50,3,2
7900,1.0,49,2,4
7901,1.0,34,4,2
7902,1.0,41,4,3
7903,0.0,42,2,3
7904,1.0,21,4,3
7905,0.0,26,2,4
7906,1.0,10,2,2
7907,1.0,47,2,1
7908,0.0,14,1,1
7909,1.0,41,1,4
7910,,36,2,4
7911,0.0,37,1,4
7912,0.0,47,2,2
7913,0.0,50,1,4
7914,0.0,47,3,1
7915,0.0,19,2,1
7916,0.0,43,1,4
7917,1.0,47,4,2
7918,0.0,36,2,4
7919,,10,2,4
7920,1.0,19,4,4
7921,1.0,10,3,2
7922,1.0,43,2,2
7923,,43,2,1
7924,,28,3,1
7925,0.0,8,4,3
7926,0.0,50,3,1
7927,1.0,34,4,3
7928,1.0,50,2,4
7929,1.0,18,1,3
7930,1.0,18,2,4
7931,1.0,24,2,1
7932,1.0,1,3,1
7933,0.0,10,4,3
7934,1.0,11,1,1
7935,1.0,43,4,3
7936,1.0,49,4,2
7937,1.0,47,1,3
7938,1.0,1,2,1
7939,1.0,41,4,4
7940,1.0,47,2,1
7941,1.0,1,4,3
7942,0.0,44,1,1
7943,1.0,10,2,4
7944,1.0,43,2,3
7945,1.0,15,2,2
7946,1.0,10,3,1
7947,1.0,24,4,1
7948,1.0,41,4,3
7949,1.0,10,4,2
7950,1.0,10,3,1
7951,1.0,43,1,3
7952,0.0,10,4,1
7953,1.0,10,2,3
7954,1.0,11,2,2
7955,1.0,43,2,3
7956,0.0,21,2,3
7957,0.0,44,2,1
7958,,21,4,2
7959,,28,1,4
7960,1.0,43,4,2
7961,0.0,44,3,2
7962,0.0,19,4,2
7963,0.0,10,2,4
7964,1.0,11,4,2
7965,1.0,11,3,1
7966,1.0,43,4,2
7967,1.0,10,2,3
7968,1.0,41,4,4
7969,1.0,11,2,4
7970,1.0,25,4,3
7971,1.0,50,3,2
7972,,25,2,3
7973,,47,4,1
7974,0.0,34,3,2
7975,1.0,10,4,3
7976,1.0,1,2,4
7977,0.0,41,2,3
7978,0.0,34,2,3
7979,1.0,21,3,1
7980,1.0,44,3,2
7981,1.0,36,2,4
7982,1.0,10,2,3
7983,1.0,37,3,2
7984,1.0,47,2,1
7985,1.0,44,1,1
7986,0.0,47,4,4
7987,1.0,44,4,1
7988,1.0,21,2,1
7989,0.0,11,2,1
7990,0.0,44,2,2
7991,1.0,10,2,4
7992,1.0,38,3,2
7993,1.0,10,3,1
7994,0.0,15,2,2
7995,1.0,44,2,2
7996,1.0,5,3,2
7997,0.0,32,2,2
7998,0.0,49,4,2
7999,1.0,21,4,2
8000,0.0,10,1,4
8001,1.0,1,4,1
8002,1.0,10,2,1
8003,1.0,1,2,3
8004,1.0,5,2,1
8005,1.0,11,3,2
8006,1.0,47,3,3
8007,1.0,47,4,3
8008,1.0,6,2,1
8009,1.0,43,2,2
8010,1.0,5,2,2
8011,1.0,43,2,1
8012,1.0,4,2,2
8013,1.0,37,4,3
8014,1.0,10,3,2
8015,1.0,10,4,1
8016,1.0,4,1,3
8017,1.0,5,2,4
8018,0.0,6,4,1
8019,0.0,21,2,3
8020,0.0,5,2,4
8021,0.0,38,2,1
8022,0.0,34,4,2
8023,1.0,37,4,2
8024,1.0,25,1,1
8025,0.0,18,4,1
8026,0.0,5,4,2
8027,1.0,5,4,3
8028,1.0,5,1,1
8029,0.0,32,4,2
8030,1.0,5,2,4
8031,,11,3,3
8032,1.0,3,3,4
8033,1.0,43,1,3
8034,1.0,5,4,2
8035,1.0,5,4,2
8036,1.0,48,2,1
8037,0.0,3,4,1
8038,0.0,34,2,3
8039,0.0,25,3,1
8040,1.0,5,4,3
8041,1.0,19,2,2
8042,1.0,5,4,2
8043,,18,2,3
8044,1.0,5,2,4
8045,1.0,5,4,2
8046,0.0,5,4,2
8047,1.0,5,4,2
8048,1.0,27,3,3
8049,1.0,45,3,4
8050,1.0,5,4,2
8051,1.0,38,3,2
8052,0.0,14,4,2
8053,1.0,19,2,1
8054,1.0,42,3,3
8055,1.0,11,2,1
8056,1.0,10,4,2
8057,1.0,38,3,4
8058,0.0,5,3,2
8059,0.0,50,3,1
8060,1.0,15,2,1
8061,0.0,14,3,1
8062,,24,2,2
8063,1.0,26,3,2
8064,0.0,10,4,4
8065,,5,1,3
8066,1.0,38,4,2
8067,,19,2,3
8068,,5,3,2
8069,1.0,48,1,4
8070,1.0,45,3,3
8071,,23,4,4
8072,,3,2,3
8073,1.0,10,2,4
8074,1.0,5,3,2
8075,0.0,25,4,3
8076,1.0,6,4,3
8077,,3,3,2
8078,1.0,5,3,4
8079,1.0,3,3,4
8080,1.0,43,2,1
8081,1.0,43,2,1
8082,0.0,5,4,3
8083,1.0,44,4,2
8084,1.0,44,3,2
8085,1.0,38,2,4
8086,0.0,48,2,3
8087,1.0,3,1,3
8088,0.0,5,2,4
8089,0.0,3,1,4
8090,0.0,5,4,1
8091,1.0,25,1,4
8092,1.0,38,2,1
8093,1.0,45,2,4
8094,0.0,45,4,2
8095,0.0,5,2,1
8096,0.0,44,2,1
8097,0.0,5,3,1
8098,0.0,48,4,1
8099,1.0,48,1,4
8100,0.0,5,3,2
8101,0.0,3,3,4
8102,,5,2,3
8103,1.0,6,3,1
8104,1.0,5,2,1
8105,1.0,36,2,1
8106,1.0,32,3,3
8107,,1,2,2
8108,1.0,51,4,2
8109,0.0,38,1,1
8110,0.0,5,3,2
8111,0.0,27,3,4
8112,0.0,3,1,3
8113,0.0,6,2,1
8114,1.0,25,1,3
8115,1.0,51,1,4
8116,1.0,44,2,1
8117,1.0,45,2,1
8118,1.0,5,2,4
8119,1.0,5,3,3
8120,0.0,48,4,1
8121,1.0,5,4,2
8122,,5,2,2
8123,1.0,5,4,4
8124,1.0,5,1,1
8125,0.0,5,4,2
8126,0.0,27,1,2
8127,1.0,5,3,2
8128,0.0,5,4,3
8129,0.0,3,3,4
8130,1.0,5,3,1
8131,1.0,5,4,3
8132,0.0,3,3,1
8133,1.0,5,3,1
8134,1.0,5,2,1
8135,1.0,11,2,1
8136,1.0,38,2,3
8137,1.0,48,4,3
8138,1.0,5,3,2
8139,1.0,38,4,4
8140,1.0,5,2,2
8141,0.0,5,2,3
8142,0.0,5,2,4
8143,0.0,5,4,1
8144,1.0,38,3,2
8145,0.0,32,2,3
8146,1.0,13,3,2
8147,0.0,5,2,3
8148,,5,3,2
8149,1.0,6,3,2
8150,0.0,5,2,2
8151,0.0,48,1,4
8152,1.0,5,2,1
8153,0.0,6,3,1
8154,0.0,13,4,2
8155,1.0,5,3,3
8156,1.0,38,2,3
8157,0.0,48,4,2
8158,0.0,5,1,3
8159,1.0,5,1,4
8160,1.0,5,3,3
8161,,44,4,1
8162,0.0,34,3,2
8163,0.0,33,4,1
8164,1.0,39,2,3
8165,1.0,22,3,2
8166,0.0,33,2,4
8167,0.0,22,2,1
8168,0.0,33,2,3
8169,0.0,33,2,2
8170,1.0,33,2,1
8171,0.0,43,3,2
8172,0.0,33,3,2
8173,1.0,21,2,3
8174,1.0,33,2,2
8175,1.0,10,2,2
8176,0.0,33,3,2
8177,1.0,43,4,2
8178,0.0,33,3,2
8179,0.0,22,3,2
8180,0.0,44,4,2
8181,0.0,39,4,3
8182,0.0,47,2,2
8183,0.0,33,2,1
8184,,33,3,4
8185,1.0,44,2,2
8186,1.0,37,2,1
8187,1.0,44,4,1
8188,1.0,24,4,1
8189,0.0,18,2,2
8190,1.0,33,3,2
8191,1.0,1,3,1
8192,1.0,18,1,4
8193,1.0,33,4,1
8194,0.0,36,2,2
8195,0.0,49,1,2
8196,1.0,10,3,3
8197,1.0,36,2,1
8198,1.0,15,1,2
8199,1.0,36,4,2
8200,1.0,34,2,2
8201,0.0,44,2,3
8202,0.0,34,1,3
8203,0.0,21,2,1
8204,1.0,31,4,1
8205,0.0,23,2,3
8206,0.0,23,2,4
8207,0.0,44,2,1
8208,0.0,11,2,1
8209,0.0,26,4,1
8210,1.0,43,2,2
8211,1.0,43,3,4
8212,1.0,36,3,1
8213,0.0,41,2,3
8214,1.0,44,3,1
8215,1.0,17,4,4
8216,1.0,4,2,3
8217,1.0,4,1,1
8218,0.0,10,4,1
8219,1.0,37,3,2
8220,1.0,26,1,3
8221,0.0,44,2,2
8222,0.0,14,1,3
8223,0.0,18,2,1
8224,1.0,47,2,2
8225,0.0,16,3,3
8226,1.0,37,2,2
8227,0.0,23,3,1
8228,1.0,15,2,3
8229,1.0,34,2,4
8230,1.0,19,2,2
8231,1.0,34,2,1
8232,,23,3,1
8233,1.0,5,4,2
8234,1.0,48,2,3
8235,1.0,50,4,2
8236,1.0,43,4,2
8237,1.0,10,2,2
8238,1.0,44,2,1
8239,0.0,36,4,3
8240,1.0,1,3,3
8241,0.0,5,4,3
8242,1.0,5,3,2
8243,0.0,41,4,1
8244,1.0,47,2,1
8245,1.0,5,1,1
8246,1.0,41,4,2
8247,1.0,48,3,4
8248,1.0,14,4,3
8249,0.0,27,2,1
8250,1.0,3,2,4
8251,1.0,15,1,1
8252,1.0,41,4,3
8253,1.0,27,3,3
8254,0.0,23,3,2
8255,0.0,43,3,4
8256,1.0,43,3,1
8257,0.0,9,4,2
8258,0.0,5,2,2
8259,1.0,23,3,1
8260,1.0,43,1,2
8261,0.0,24,1,2
8262,0.0,21,2,3
8263,1.0,10,2,2
8264,0.0,16,2,2
8265,0.0,21,1,1
8266,0.0,5,4,1
8267,0.0,5,4,2
8268,0.0,25,2,2
8269,,1,2,4
8270,0.0,26,1,4
8271,0.0,24,2,2
8272,1.0,14,3,3
8273,1.0,23,3,1
8274,1.0,44,4,4
8275,1.0,5,3,3
8276,1.0,5,2,4
8277,0.0,47,3,1
8278,1.0,5,4,2
8279,1.0,5,3,2
8280,1.0,5,2,2
8281,1.0,3,3,4
8282,0.0,25,1,3
8283,0.0,5,3,3
8284,0.0,48,3,2
8285,0.0,5,4,1
8286,1.0,5,4,2
8287,0.0,5,4,1
8288,1.0,38,2,3
8289,1.0,25,2,3
8290,1.0,3,2,3
8291,1.0,5,4,2
8292,1.0,51,2,4
8293,0.0,44,2,3
8294,0.0,5,1,2
8295,0.0,11,3,1
8296,1.0,10,3,2
8297,1.0,5,4,3
8298,0.0,5,2,4
8299,1.0,5,2,2
8300,1.0,5,4,3
8301,0.0,10,1,3
8302,1.0,44,3,2
8303,0.0,33,3,3
8304,0.0,11,2,1
8305,1.0,11,2,1
8306,0.0,39,2,3
8307,0.0,44,2,2
8308,0.0,49,3,4
8309,0.0,44,4,3
8310,0.0,4,2,4
8311,0.0,39,2,3
8312,,22,2,4
8313,,33,4,4
8314,1.0,14,3,2
8315,1.0,11,4,2
8316,,10,4,1
8317,,33,2,2
8318,0.0,44,4,2
8319,1.0,16,2,4
8320,0.0,41,3,3
8321,0.0,15,2,2
8322,0.0,31,1,4
8323,1.0,34,3,1
8324,1.0,26,3,1
8325,0.0,47,2,1
8326,1.0,39,2,3
8327,1.0,3,2,3
8328,1.0,39,3,3
8329,,10,1,4
8330,0.0,5,4,3
8331,1.0,34,3,2
8332,1.0,20,4,1
8333,0.0,40,2,2
8334,0.0,31,4,1
8335,1.0,10,3,1
8336,0.0,33,4,2
8337,1.0,30,2,3
8338,1.0,10,4,2
8339,0.0,33,3,4
8340,0.0,31,3,1
8341,0.0,11,3,1
8342,0.0,33,3,4
8343,0.0,33,4,1
8344,0.0,4,1,4
8345,1.0,44,4,2
8346,0.0,5,2,1
8347,0.0,3,2,1
8348,0.0,34,2,4
8349,0.0,39,2,2
8350,0.0,33,1,1
8351,0.0,18,4,2
8352,1.0,7,4,2
8353,1.0,6,4,2
8354,1.0,22,4,1
8355,0.0,33,3,2
8356,1.0,31,3,2
8357,1.0,33,4,2
8358,0.0,10,3,4
8359,1.0,40,2,4
8360,1.0,39,1,4
8361,0.0,36,4,2
8362,0.0,44,2,1
8363,0.0,11,4,2
8364,0.0,27,4,1
8365,0.0,10,3,2
8366,1.0,18,2,1
8367,1.0,33,3,1
8368,0.0,26,2,2
8369,,34,3,3
8370,1.0,39,3,3
8371,0.0,47,4,2
8372,1.0,44,3,2
8373,1.0,24,2,1
8374,0.0,33,2,2
8375,0.0,47,4,1
8376,,44,4,3
8377,1.0,21,2,1
8378,0.0,5,4,3
8379,0.0,39,2,3
8380,1.0,18,1,4
8381,1.0,47,4,1
8382,1.0,34,4,2
8383,1.0,11,1,2
8384,1.0,4,4,2
8385,0.0,50,1,3
8386,0.0,44,3,2
8387,0.0,13,2,1
8388,0.0,26,4,2
8389,0.0,14,2,3
8390,1.0,19,2,1
8391,0.0,26,1,3
8392,,4,1,4
8393,1.0,50,2,2
8394,0.0,36,1,4
8395,0.0,24,4,3
8396,,44,3,2
8397,1.0,24,3,1
8398,1.0,5,2,3
8399,1.0,14,4,2
8400,0.0,15,3,3
8401,0.0,50,4,3
8402,0.0,34,2,2
8403,,43,2,3
8404,0.0,10,4,2
8405,1.0,17,2,2
8406,0.0,24,4,1
8407,1.0,44,3,3
8408,1.0,5,1,1
8409,0.0,21,4,3
8410,0.0,50,2,2
8411,1.0,25,3,3
8412,1.0,43,2,2
8413,1.0,39,4,2
8414,0.0,23,4,2
8415,0.0,5,2,2
8416,1.0,19,1,4
8417,1.0,25,2,3
